uuid,title,commodity_code,latitude,longitude,wkt_point,categories,description,url,General Information > Commodity Type,General Information > Mine Name(Ore Deposit Name),General Information > Country,General Information > Location Name,General Information > Company Name,General Information > License Type,General Information > Status,Geology(Country Rock) > Geotectonics,Geology(Country Rock) > Stratum Name,Geology(Country Rock) > Lithology,Geology(Country Rock) > Age,Metallogenic Belt Name > Metallogenic Belt Name,Related Igneous Rock > Type of Related Igneous Rock,Related Igneous Rock > Age of Related Igneous Rock,Ore Deposit > Type of Ore Deposit,Ore Deposit > Ore Body Type,Ore Deposit > Main Ore Deposit,Ore Deposit > Minor Ore Deposit,Ore Deposit > Main Mineral,Ore Deposit > Minor Mineral,Ore Deposit > Mineralizaed Age,Ore Deposit > Alteration Properties,Ore Deposit > Resources,Ore Deposit > Grade of Resources,File Data > Type of Map & Report,File Data > Content Type,File Data > Title,File Data > Publishing Agency,File Data > Publication Year,URL Reference > URL,URL Reference > URL Type,Security Level > Security Level,License & Copyright > Public settings,License & Copyright > CC License,License & Copyright > Copyright,License & Copyright > Data Registrant,License & Copyright > Registration Date,URL Reference > URL Description,Ore Deposit > Ore Body Scale(Depth),Comments > Comments,License & Copyright > Phrases used in citation,Ore Deposit > Ore Body Direction,Ore Deposit > Reserves,Ore Deposit > Grade of Reserves,Ore Deposit > Ore Body Scale(Length),Ore Deposit > Ore Body Scale(Width),File Data > Data File,File Data > File Public setting
191d19be-b0f0-4335-a73e-c736a55bbf7a,[Stone for Building Materials] Stone for building materials Mining Tam Son village,078,19.387,105.653,POINT (105.653 19.387),Critical Mineral Resources Data | ASEAN-CMR-2025-006051 | VN-001281,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/191d19be-b0f0-4335-a73e-c736a55bbf7a,Stone for Building Materials,Stone for building materials Mining Tam Son village,Vietnam,"Tan Truong, Tinh Gia, Thanh Hoa",,Feasibility Study,Under Development,,,"Dong Trau Formation Upper Subformatino: shale, marly shale, clayey limestone, limestone. 200-300m thick. Bearing Neoschizodus ovatus elongatus, Costatoria proharpa.",,,,,,,,,,,,,1000000 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
77296cb9-46e1-42b8-a139-3e0a7ef8ee51,[Stone for Building Materials] Stone for building materials to open the school in Tam Son village,078,19.393,105.653,POINT (105.653 19.393),Critical Mineral Resources Data | ASEAN-CMR-2025-006050 | VN-001280,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/77296cb9-46e1-42b8-a139-3e0a7ef8ee51,Stone for Building Materials,Stone for building materials to open the school in Tam Son village,Vietnam,"Thanh Ky, Nhu Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Dong Trau Formation Upper Subformatino: shale, marly shale, clayey limestone, limestone. 200-300m thick. Bearing Neoschizodus ovatus elongatus, Costatoria proharpa.",,,,,,,,,,,,,1000000 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
ab09a7f8-ba85-4238-bd3f-8599d2d8eebf,"[Stone for Building Materials] Stone for building materials in Ha Tan, Ha Trung",078,20.023,105.814,POINT (105.814 20.023),Critical Mineral Resources Data | ASEAN-CMR-2025-006049 | VN-001279,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/ab09a7f8-ba85-4238-bd3f-8599d2d8eebf,Stone for Building Materials,"Stone for building materials in Ha Tan, Ha Trung",Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,1030750 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
6bd716f1-d0f5-4997-a847-6a445c4caa76,[Stone for Building Materials] Stone for building materials in Ha Vinh,078,20.079,105.936,POINT (105.936 20.079),Critical Mineral Resources Data | ASEAN-CMR-2025-006048 | VN-001278,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/6bd716f1-d0f5-4997-a847-6a445c4caa76,Stone for Building Materials,Stone for building materials in Ha Vinh,Vietnam,"Ha Vinh, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,§ång Giao Formation: Upper Subformation: light-coloured massive limestone marl. Bearing Coenothyris vulgaris. 800-1300m thick.,,,,,,,,,,,,,4600000 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
815bcadb-6725-432e-9034-4eb277545ddf,"[Stone for Building Materials] Stone for building materials in Ha Long mining area, Ha Trung",078,20.143,105.829,POINT (105.829 20.143),Critical Mineral Resources Data | ASEAN-CMR-2025-006047 | VN-001277,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/815bcadb-6725-432e-9034-4eb277545ddf,Stone for Building Materials,"Stone for building materials in Ha Long mining area, Ha Trung",Vietnam,"Ha Long, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"NËm Th¼m Formation: calcareous siltstone, marlaceous shale, clay shale, interbeds of fine-medium grained sandstone. Bearing Daonella bulogensis, Posidonia wengensis. 650-700m thick.",,,,,,,,,,,,,5451867 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
2fcd5d4a-a105-4065-aef3-e5e971464aaa,"[Stone for Building Materials] Stone for building materials in the opening area of Ha Long, Ha Trung",078,20.143,105.829,POINT (105.829 20.143),Critical Mineral Resources Data | ASEAN-CMR-2025-006046 | VN-001276,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/2fcd5d4a-a105-4065-aef3-e5e971464aaa,Stone for Building Materials,"Stone for building materials in the opening area of Ha Long, Ha Trung",Vietnam,"Ha Long, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"NËm Th¼m Formation: calcareous siltstone, marlaceous shale, clay shale, interbeds of fine-medium grained sandstone. Bearing Daonella bulogensis, Posidonia wengensis. 650-700m thick.",,,,,,,,,,,,,5451867 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
2516420e-17f1-4dd7-a83f-e1b07b335b17,"[Stone for Building Materials] Stones for building materials in Ha Vinh, Ha Trung and Dong Son wards",078,20.081,105.924,POINT (105.924 20.081),Critical Mineral Resources Data | ASEAN-CMR-2025-006045 | VN-001275,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/2516420e-17f1-4dd7-a83f-e1b07b335b17,Stone for Building Materials,"Stones for building materials in Ha Vinh, Ha Trung and Dong Son wards",Vietnam,"Ha Vinh, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"NËm Th¼m Formation: calcareous siltstone, marlaceous shale, clay shale, interbeds of fine-medium grained sandstone. Bearing Daonella bulogensis, Posidonia wengensis. 650-700m thick.",,,,,,,,,,,,,12000000 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
bcae4e41-8ed3-4656-aba1-25d2008fbe00,[Stone for Building Materials] Stone for building materials in Zone II,078,20.023,105.822,POINT (105.822 20.023),Critical Mineral Resources Data | ASEAN-CMR-2025-006044 | VN-001274,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/bcae4e41-8ed3-4656-aba1-25d2008fbe00,Stone for Building Materials,Stone for building materials in Zone II,Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,100 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
49c1ea45-9426-4122-b4b5-8eee590be8d7,"[Stone for Building Materials] Stone for building materials in Ha Binh, Ha Trung - KV2",078,20.024,105.828,POINT (105.828 20.024),Critical Mineral Resources Data | ASEAN-CMR-2025-006043 | VN-001273,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/49c1ea45-9426-4122-b4b5-8eee590be8d7,Stone for Building Materials,"Stone for building materials in Ha Binh, Ha Trung - KV2",Vietnam,"Ha Binh, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,700 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
f692f5a8-40df-4a35-aa14-6c96116ae0ef,"[Stone for Building Materials] Stone for building materials in Ha Binh, Ha Trung - KV1",078,20.022,105.827,POINT (105.827 20.022),Critical Mineral Resources Data | ASEAN-CMR-2025-006042 | VN-001272,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/f692f5a8-40df-4a35-aa14-6c96116ae0ef,Stone for Building Materials,"Stone for building materials in Ha Binh, Ha Trung - KV1",Vietnam,"Ha Binh, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,883.5 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
d8e93b45-1fcf-4f8d-bf57-66030e126495,"[Stone for Building Materials] Stones for building materials for Ru mountain, Ruong mountain, Nam Dong mountain",078,20.038,105.814,POINT (105.814 20.038),Critical Mineral Resources Data | ASEAN-CMR-2025-006041 | VN-001271,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d8e93b45-1fcf-4f8d-bf57-66030e126495,Stone for Building Materials,"Stones for building materials for Ru mountain, Ruong mountain, Nam Dong mountain",Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"B¾c S¬n Formation: light-grey massive limestone, some beds of cherty limestone. 750m thick.",,,,,,,,,,,,,2506400 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
eee1599f-525b-44ff-ad6b-44f5299434e7,"[Stone for Building Materials] Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV3",078,20.032,105.824,POINT (105.824 20.032),Critical Mineral Resources Data | ASEAN-CMR-2025-006040 | VN-001270,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/eee1599f-525b-44ff-ad6b-44f5299434e7,Stone for Building Materials,"Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV3",Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"B¾c S¬n Formation: light-grey massive limestone, some beds of cherty limestone. 750m thick.",,,,,,,,,,,,,50 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
64356243-e2a7-4c85-b1ba-b5da045e70f7,"[Stone for Building Materials] Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV2.2",078,20.034,105.816,POINT (105.816 20.034),Critical Mineral Resources Data | ASEAN-CMR-2025-006039 | VN-001269,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/64356243-e2a7-4c85-b1ba-b5da045e70f7,Stone for Building Materials,"Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV2.2",Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"B¾c S¬n Formation: light-grey massive limestone, some beds of cherty limestone. 750m thick.",,,,,,,,,,,,,1808399 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
a4ccd722-f131-4be3-a323-7839cf774ab5,"[Stone for Building Materials] Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV2.1",078,20.034,105.819,POINT (105.819 20.034),Critical Mineral Resources Data | ASEAN-CMR-2025-006038 | VN-001268,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/a4ccd722-f131-4be3-a323-7839cf774ab5,Stone for Building Materials,"Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV2.1",Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"B¾c S¬n Formation: light-grey massive limestone, some beds of cherty limestone. 750m thick.",,,,,,,,,,,,,1808399 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
c605624a-2bef-4dc6-aae6-90fedfea5759,"[Stone for Building Materials] Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV6",078,20.033,105.817,POINT (105.817 20.033),Critical Mineral Resources Data | ASEAN-CMR-2025-006037 | VN-001267,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/c605624a-2bef-4dc6-aae6-90fedfea5759,Stone for Building Materials,"Stone for building materials in Ru mountain, Ruong mountain, Nam Dong mountain - KV6",Vietnam,"Ha Tan, Ha Trung, Thanh Hoa",,Feasibility Study,Under Development,,,"B¾c S¬n Formation: light-grey massive limestone, some beds of cherty limestone. 750m thick.",,,,,,,,,,,,,1022442 m3,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
8a082ed1-e014-4baf-b603-cd9538643d3d,[Refractory Clay] Giao Thien refractory clay - Zone 5,072,19.995,105.244,POINT (105.244 19.995),Critical Mineral Resources Data | ASEAN-CMR-2025-006362 | VN-001592,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/8a082ed1-e014-4baf-b603-cd9538643d3d,Refractory Clay,Giao Thien refractory clay - Zone 5,Vietnam,"Luong Son, Thuong Xuan, Thanh Hoa",,Feasibility Study,Under Development,,,"Dong Trau Formation Lower Subformation: conglomerate, tuffaceous pebble - bearing sandstone, thin beds of felsic effusives, griltstone, shale, cherty siltstone. 2,200m thick. Yielding Acrochordiceras sp., Balatonites sp., Costatoria curvirostris.",,,,,,,,,,,,,17385000 m3,333+334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
9fe7ea8a-8217-4f3d-9127-4237ef13b96f,[Refractory Clay] Giao Thien Zone Refractory Clay - 6,072,19.987,105.245,POINT (105.245 19.987),Critical Mineral Resources Data | ASEAN-CMR-2025-006361 | VN-001591,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/9fe7ea8a-8217-4f3d-9127-4237ef13b96f,Refractory Clay,Giao Thien Zone Refractory Clay - 6,Vietnam,"Luong Son, Thuong Xuan, Thanh Hoa",,Feasibility Study,Under Development,,,"Dong Trau Formation Lower Subformation: conglomerate, tuffaceous pebble - bearing sandstone, thin beds of felsic effusives, griltstone, shale, cherty siltstone. 2,200m thick. Yielding Acrochordiceras sp., Balatonites sp., Costatoria curvirostris.",,,,,,,,,,,,,17385000 m3,333+334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
647aae2e-383d-46fa-886e-22596304dac1,"[Clay] Clay of Thanh Tan, Shi Thanh, Thanh Tan",015,20.152,105.688,POINT (105.688 20.152),Critical Mineral Resources Data | ASEAN-CMR-2025-006360 | VN-001590,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/647aae2e-383d-46fa-886e-22596304dac1,Clay,"Clay of Thanh Tan, Shi Thanh, Thanh Tan",Vietnam,"Thanh Tan, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,287.75 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
5c5d4efd-b0ef-468c-b018-65e6c6d54ce0,"[Clay] Thanh Tho Clay, Thach Thanh - 02 - KV3",015,20.142,105.7,POINT (105.7 20.142),Critical Mineral Resources Data | ASEAN-CMR-2025-006359 | VN-001589,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/5c5d4efd-b0ef-468c-b018-65e6c6d54ce0,Clay,"Thanh Tho Clay, Thach Thanh - 02 - KV3",Vietnam,"Thanh Tho, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,924979 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
d493c552-4f44-4821-9114-d5d379c47686,"[Clay] Thanh Tho Clay, Thach Thanh - 02 - KV2",015,20.144,105.693,POINT (105.693 20.144),Critical Mineral Resources Data | ASEAN-CMR-2025-006358 | VN-001588,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d493c552-4f44-4821-9114-d5d379c47686,Clay,"Thanh Tho Clay, Thach Thanh - 02 - KV2",Vietnam,"Thanh Tho, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,924979 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
94e697f2-86cf-414c-a186-e7edb434a314,"[Clay] Thanh Tho Clay, Thach Thanh - 02 - KV1",015,20.144,105.694,POINT (105.694 20.144),Critical Mineral Resources Data | ASEAN-CMR-2025-006357 | VN-001587,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/94e697f2-86cf-414c-a186-e7edb434a314,Clay,"Thanh Tho Clay, Thach Thanh - 02 - KV1",Vietnam,"Thanh Tho, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,924979 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
0db3b132-4851-4f3d-bbdb-dfedb49e97d5,"[Clay] Clay in Phi Long village, Cam Long",015,20.172,105.554,POINT (105.554 20.172),Critical Mineral Resources Data | ASEAN-CMR-2025-006356 | VN-001586,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/0db3b132-4851-4f3d-bbdb-dfedb49e97d5,Clay,"Clay in Phi Long village, Cam Long",Vietnam,"Cam Long, Cam Thuy, Thanh Hoa",,Feasibility Study,Under Development,,,"CÈm Thñy Formation: aphyric basalt, porphyritc basalt, various basaltic tuffs. 1500m thick",,,,,,,,,,,,,1000000 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
d5e2558f-d6dc-4a2b-8642-f55c0ba3d200,"[Clay] Clay in Thong Nhat village, Kien Tho",015,19.96,105.432,POINT (105.432 19.96),Critical Mineral Resources Data | ASEAN-CMR-2025-006355 | VN-001585,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d5e2558f-d6dc-4a2b-8642-f55c0ba3d200,Clay,"Clay in Thong Nhat village, Kien Tho",Vietnam,"Kien Tho, Ngoc Lac, Thanh Hoa",,Feasibility Study,Under Development,,,"Vinh Phuc Formation (am): motley-coloured silty clay, clay, sandy silt. 5-25m thick. Containing Thalassiothrix mediterranea",,,,,,,,,,,,,432478 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
3decfb9a-798f-4e0c-9d81-5878d25f7e68,"[Clay] Clay in Truc village, Dien Trung",015,20.282,105.325,POINT (105.325 20.282),Critical Mineral Resources Data | ASEAN-CMR-2025-006354 | VN-001584,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/3decfb9a-798f-4e0c-9d81-5878d25f7e68,Clay,"Clay in Truc village, Dien Trung",Vietnam,"Dien Trung, Ba Thuoc, Thanh Hoa",,Feasibility Study,Under Development,,,"Hµm Rång Formation: Lower Subformation: thin-bedded limestone interbedded with marlaceous shale. Containing Drepanura premesnili, Damesella ex gr. brevicaudata. 590m thick.",,,,,,,,,,,,,780 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
39616784-6760-475d-ba4e-ea15e84db4bb,"[Clay] Van Du Clay, Thanh Tam, Thanh Tien - KV4",015,20.154,105.715,POINT (105.715 20.154),Critical Mineral Resources Data | ASEAN-CMR-2025-006353 | VN-001583,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/39616784-6760-475d-ba4e-ea15e84db4bb,Clay,"Van Du Clay, Thanh Tam, Thanh Tien - KV4",Vietnam,"Thanh Van, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Cß Nßi Formation: sandstone, tuffaceous siltstone, clay shale, marl, nodular clayey limestone. Bearing Claraia aurita, C. vietnamica, Unionites fassaensis, Entolium discites microtis. 770m thick.",,,,,,,,,,,,,217858 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
3b5a8e83-f0ed-48b9-bf2e-92c58dcbf371,"[Clay] Van Du, Thanh Tam, Thanh Tien Clay - KV5",015,20.104,105.683,POINT (105.683 20.104),Critical Mineral Resources Data | ASEAN-CMR-2025-006352 | VN-001582,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/3b5a8e83-f0ed-48b9-bf2e-92c58dcbf371,Clay,"Van Du, Thanh Tam, Thanh Tien Clay - KV5",Vietnam,"Thanh Tien, Thach Thanh, Thanh Hoa",,Feasibility Study,Under Development,,,"Cß Nßi Formation: sandstone, tuffaceous siltstone, clay shale, marl, nodular clayey limestone. Bearing Claraia aurita, C. vietnamica, Unionites fassaensis, Entolium discites microtis. 770m thick.",,,,,,,,,,,,,217858 m3,334,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Thanh Hoa Provincial Planning Report for the period 2021 - 2030, with a vision to 2045",,,,,,,,
